Price,Adj Close,Close,High,Low,Open,Volume
2020-01-20,1740.1793212890625,1846.800048828125,1850.4000244140625,1757.6500244140625,1789.0,2650486
2020-01-27,1695.0916748046875,1798.949951171875,1866.0,1752.550048828125,1839.0,2640862
2020-02-03,1736.0804443359375,1842.449951171875,1895.449951171875,1783.199951171875,1795.0,4231958
2020-02-10,1680.298095703125,1783.25,1844.800048828125,1772.550048828125,1842.0,2341016
2020-02-17,1699.5673828125,1803.699951171875,1824.8499755859375,1763.0,1789.4000244140625,2105665
2020-02-24,1555.353515625,1650.6500244140625,1806.5999755859375,1600.0,1797.0,3607041
2020-03-02,1459.8546142578125,1549.300048828125,1690.25,1536.050048828125,1670.0,4373415
2020-03-09,1378.489990234375,1462.949951171875,1540.949951171875,1272.0,1510.0,4309313
2020-03-16,1162.098388671875,1233.300048828125,1457.4000244140625,1000.0,1400.0,6376347
2020-03-23,1155.2197265625,1226.0,1293.949951171875,1031.9000244140625,1120.0,4374765
2020-03-30,1122.0048828125,1190.75,1275.0,1146.300048828125,1165.0,2408781
2020-04-06,1170.7198486328125,1242.449951171875,1339.0,1190.75,1190.75,3228749
2020-04-13,1167.5634765625,1239.0999755859375,1287.949951171875,1152.6500244140625,1240.0,5090074
2020-04-20,1167.987548828125,1239.550048828125,1313.0,1158.0,1239.9000244140625,9403410
2020-04-27,1286.3360595703125,1365.1500244140625,1382.0,1245.0,1248.800048828125,6676260
2020-05-04,1218.44580078125,1293.0999755859375,1346.25,1245.6500244140625,1318.0,4698066
2020-05-11,1257.9267578125,1335.0,1392.0,1286.050048828125,1320.0,4920250
2020-05-18,1201.1082763671875,1274.699951171875,1342.800048828125,1263.6500244140625,1335.0,5122126
2020-05-25,1249.069580078125,1325.5999755859375,1337.800048828125,1230.0,1274.699951171875,6860714
2020-06-01,1332.6015625,1414.25,1464.4000244140625,1335.0,1339.9000244140625,6838845
2020-06-08,1287.466796875,1366.3499755859375,1452.9000244140625,1275.0,1427.550048828125,4837255
2020-06-15,1265.9832763671875,1343.550048828125,1386.3499755859375,1295.0,1368.0,4206768
2020-06-22,1249.069580078125,1325.5999755859375,1379.0,1312.0,1364.0,3553903
2020-06-29,1223.675537109375,1298.6500244140625,1336.0999755859375,1271.5999755859375,1317.0,5289720
2020-07-06,1197.5745849609375,1270.949951171875,1352.699951171875,1265.5999755859375,1309.0,6352087
2020-07-13,1227.8685302734375,1303.0999755859375,1314.9000244140625,1245.300048828125,1280.949951171875,6164213
2020-07-20,1215.4775390625,1289.949951171875,1325.0,1273.75,1314.199951171875,4791914
2020-07-27,1194.8419189453125,1268.050048828125,1294.800048828125,1239.5,1291.0,4574908
2020-08-03,1192.8319091796875,1257.9000244140625,1331.550048828125,1251.3499755859375,1258.5,7684594
2020-08-10,1170.642333984375,1234.5,1271.6500244140625,1213.800048828125,1239.949951171875,6178368
2020-08-17,1238.77587890625,1306.3499755859375,1324.699951171875,1227.0,1240.0,4949672
2020-08-24,1271.3966064453125,1340.75,1372.0,1292.5999755859375,1317.8499755859375,5673068
2020-08-31,1279.551513671875,1349.3499755859375,1390.8499755859375,1273.0,1352.699951171875,4973106
2020-09-07,1199.185546875,1264.5999755859375,1359.5,1257.449951171875,1349.699951171875,3562084
2020-09-14,1265.659423828125,1334.699951171875,1358.0,1270.050048828125,1280.0,4607036
2020-09-21,1235.59912109375,1303.0,1369.8499755859375,1270.0,1339.25,5176701
2020-09-28,1272.9136962890625,1342.3499755859375,1404.449951171875,1308.800048828125,1321.0,4253706
2020-10-05,1282.9652099609375,1352.949951171875,1397.0,1326.75,1352.3499755859375,4003560
2020-10-12,1301.45654296875,1372.449951171875,1380.0,1331.5,1354.0,3213692
2020-10-19,1281.827392578125,1351.75,1416.949951171875,1345.050048828125,1377.9000244140625,4005555
2020-10-26,1244.133544921875,1312.0,1359.0999755859375,1288.5999755859375,1356.0,2633418
2020-11-02,1270.4482421875,1339.75,1359.75,1294.800048828125,1319.0,2515168
2020-11-09,1285.28857421875,1355.4000244140625,1388.75,1309.0,1350.0,4914834
2020-11-16,1400.5037841796875,1476.9000244140625,1515.0,1348.4000244140625,1354.199951171875,6870476
2020-11-23,1491.5379638671875,1572.9000244140625,1583.9000244140625,1460.550048828125,1495.0,5543932
2020-11-30,1482.9561767578125,1563.8499755859375,1578.949951171875,1525.0,1572.9000244140625,2820516
2020-12-07,1478.593994140625,1559.25,1587.8499755859375,1543.5999755859375,1570.0,2440017
2020-12-14,1501.9215087890625,1583.8499755859375,1645.0,1552.0,1559.25,5105202
2020-12-21,1486.7491455078125,1567.8499755859375,1591.6500244140625,1462.0,1580.0,2282025
2020-12-28,1492.4862060546875,1573.9000244140625,1617.0,1570.0,1570.1500244140625,2205303
2021-01-04,1563.8438720703125,1649.1500244140625,1681.949951171875,1566.0,1585.0,6224782
2021-01-11,1523.8740234375,1607.0,1671.0,1586.449951171875,1657.0,3611425
2021-01-18,1486.7491455078125,1567.8499755859375,1650.0,1548.5,1601.0,3461250
2021-01-25,1423.6417236328125,1501.300048828125,1595.300048828125,1495.0,1595.300048828125,2084283
2021-02-01,1468.115478515625,1548.199951171875,1602.0,1477.0,1511.9000244140625,2798786
2021-02-08,1448.438720703125,1527.449951171875,1602.5999755859375,1461.0999755859375,1555.0999755859375,7812727
2021-02-15,1421.4605712890625,1499.0,1564.0,1487.550048828125,1535.0,3311784
2021-02-22,1363.805419921875,1438.199951171875,1506.5999755859375,1434.1500244140625,1500.0,2849301
2021-03-01,1448.3441162109375,1527.3499755859375,1546.0,1444.0,1450.0,2810828
2021-03-08,1427.81396484375,1505.699951171875,1542.5,1495.550048828125,1529.5,2120690
2021-03-15,1412.7364501953125,1489.800048828125,1527.9000244140625,1430.0999755859375,1505.699951171875,2655339
2021-03-22,1338.9132080078125,1411.949951171875,1502.0,1402.6500244140625,1489.800048828125,2057496
2021-03-29,1351.3358154296875,1425.050048828125,1437.75,1396.5,1411.949951171875,1487956
2021-04-05,1319.236572265625,1391.199951171875,1434.8499755859375,1380.800048828125,1431.9000244140625,2851381
2021-04-12,1255.0863037109375,1323.550048828125,1384.949951171875,1293.949951171875,1378.0,2139066
2021-04-19,1235.6466064453125,1303.050048828125,1329.75,1263.5999755859375,1314.3499755859375,3189131
2021-04-26,1298.7066650390625,1369.550048828125,1382.449951171875,1303.050048828125,1315.0,3303966
2021-05-03,1281.447998046875,1351.3499755859375,1374.0,1338.6500244140625,1360.0,1442971
2021-05-10,1315.1590576171875,1386.9000244140625,1394.3499755859375,1341.75,1358.0999755859375,2053064
2021-05-17,1407.852783203125,1484.6500244140625,1504.0,1372.0,1424.3499755859375,6315520
2021-05-24,1465.176025390625,1545.0999755859375,1559.8499755859375,1489.0,1492.9000244140625,2874514
2021-05-31,1478.3094482421875,1558.949951171875,1564.9000244140625,1527.5,1540.0,1479091
2021-06-07,1548.6715087890625,1633.1500244140625,1659.0,1551.0,1558.800048828125,7481608
2021-06-14,1559.007568359375,1644.050048828125,1680.800048828125,1602.3499755859375,1633.1500244140625,2224300
2021-06-21,1545.63671875,1629.949951171875,1696.949951171875,1620.0,1630.0,1612965
2021-06-28,1506.947265625,1589.1500244140625,1638.0,1583.050048828125,1629.949951171875,1332482
2021-07-05,1489.7362060546875,1571.0,1611.949951171875,1559.0,1597.800048828125,1452979
2021-07-12,1534.9686279296875,1618.699951171875,1628.5,1555.199951171875,1577.9000244140625,3906282
2021-07-19,1515.8612060546875,1598.550048828125,1635.0,1550.0,1618.0,2106224
2021-07-26,1535.44287109375,1619.199951171875,1640.0,1559.0,1600.0,1778447
2021-08-02,1584.9427490234375,1671.4000244140625,1737.0,1622.550048828125,1629.800048828125,3649870
2021-08-09,1624.6207275390625,1705.050048828125,1755.0,1625.449951171875,1672.0999755859375,7013407
2021-08-16,1660.399169921875,1742.5999755859375,1778.0,1676.9000244140625,1706.0,3359521
2021-08-23,1641.67626953125,1722.949951171875,1774.300048828125,1700.699951171875,1755.0,2097756
2021-08-30,1688.888916015625,1772.5,1817.0,1592.0999755859375,1724.8499755859375,2786629
2021-09-06,1655.778076171875,1737.75,1789.949951171875,1715.0,1780.0,1149959
2021-09-13,1700.3704833984375,1784.550048828125,1848.699951171875,1723.050048828125,1741.800048828125,2607307
2021-09-20,1684.83935546875,1768.25,1823.0,1736.4000244140625,1777.0,2277842
2021-09-27,1748.15478515625,1834.699951171875,1852.949951171875,1740.25,1768.25,2717610
2021-10-04,1871.212646484375,1963.8499755859375,1978.800048828125,1820.5,1853.050048828125,4365893
2021-10-11,2018.234130859375,2118.14990234375,2126.949951171875,1953.800048828125,1984.8499755859375,3420718
2021-10-18,1926.7625732421875,2022.1500244140625,2212.75,2006.0,2118.14990234375,4097554
2021-10-25,1886.0767822265625,1979.449951171875,2031.699951171875,1929.5999755859375,2029.0,1661533
2021-11-01,1946.629150390625,2043.0,2064.89990234375,1983.550048828125,1993.699951171875,1770891
2021-11-08,2055.013427734375,2156.75,2228.0,2047.0999755859375,2058.0,3448848
2021-11-15,2043.1981201171875,2144.35009765625,2262.0,2126.050048828125,2168.10009765625,2910208
2021-11-22,1829.19287109375,1919.75,2128.89990234375,1900.25,2100.0,2574727
2021-11-29,1805.9915771484375,1895.4000244140625,1945.0,1845.75,1890.0,1448763
2021-12-06,1937.3865966796875,2033.300048828125,2042.800048828125,1848.0,1899.9000244140625,2518879
2021-12-13,1764.305419921875,1851.6500244140625,2057.25,1843.800048828125,2040.0,2434793
2021-12-20,1739.53173828125,1825.6500244140625,1867.300048828125,1780.199951171875,1843.800048828125,1877027
2021-12-27,1783.3619384765625,1871.6500244140625,1892.8499755859375,1785.949951171875,1810.0,2169749
2022-01-03,1781.313232421875,1869.5,1883.699951171875,1776.1500244140625,1871.6500244140625,2721190
2022-01-10,1906.5626220703125,2000.949951171875,2015.0,1869.0,1870.0,2482588
2022-01-17,1932.9083251953125,2028.5999755859375,2078.949951171875,1963.6500244140625,2010.0,3314649
2022-01-24,1974.9755859375,2072.75,2089.949951171875,1872.1500244140625,2015.5,2984631
2022-01-31,1850.631591796875,1942.25,2122.0,1935.0,2099.0,2041152
2022-02-07,1771.7371826171875,1859.449951171875,1957.25,1850.0,1931.0,2589667
2022-02-14,1829.907470703125,1920.5,1939.9000244140625,1791.0,1810.0,1719375
2022-02-21,1737.6737060546875,1823.699951171875,1920.5,1762.550048828125,1915.0,1627944
2022-02-28,1641.2474365234375,1722.5,1849.9000244140625,1716.0,1805.0999755859375,1476767
2022-03-07,1722.5238037109375,1807.800048828125,1837.75,1654.050048828125,1700.0,1707691
2022-03-14,1849.8216552734375,1941.4000244140625,1972.050048828125,1777.0,1807.800048828125,1782688
2022-03-21,1843.437744140625,1934.699951171875,1985.0,1908.550048828125,1943.199951171875,1751473
2022-03-28,1904.5140380859375,1998.800048828125,2019.9000244140625,1900.949951171875,1940.0,2201027
2022-04-04,1874.6905517578125,1967.5,2039.75,1826.1500244140625,2007.800048828125,1598139
2022-04-11,1868.068359375,1960.550048828125,2032.0999755859375,1950.0,1964.9000244140625,855343
2022-04-18,1822.7613525390625,1913.0,1989.9000244140625,1900.0,1945.0,1499798
2022-04-25,1856.729736328125,1948.6500244140625,1992.550048828125,1874.9000244140625,1900.0,1375546
2022-05-02,1769.21240234375,1856.800048828125,1987.0,1831.5,1940.0,689504
2022-05-09,1600.0853271484375,1679.300048828125,1852.8499755859375,1655.550048828125,1845.0,1311496
2022-05-16,1670.260986328125,1752.949951171875,1779.449951171875,1679.949951171875,1699.0,1334949
2022-05-23,1717.4737548828125,1802.5,1816.0,1671.5,1760.0,2204193
2022-05-30,1753.1094970703125,1839.9000244140625,1899.0,1813.199951171875,1817.3499755859375,2538805
2022-06-06,1655.015869140625,1736.949951171875,1839.9000244140625,1710.699951171875,1839.9000244140625,1461015
2022-06-13,1559.3994140625,1636.5999755859375,1748.699951171875,1607.449951171875,1719.9000244140625,1207578
2022-06-20,1657.3978271484375,1739.449951171875,1743.5999755859375,1611.550048828125,1646.0,1266908
2022-06-27,1621.333251953125,1701.5999755859375,1775.0,1650.0,1752.5999755859375,1219141
2022-07-04,1707.3260498046875,1791.8499755859375,1807.0,1692.25,1705.0,844043
2022-07-11,1727.0020751953125,1812.5,1850.0,1772.0,1787.0,1178013
2022-07-18,1739.77001953125,1825.9000244140625,1869.0,1801.800048828125,1820.0,1821318
2022-07-25,1869.116455078125,1961.6500244140625,1975.800048828125,1773.0,1828.949951171875,2080910
2022-08-01,1811.8037109375,1901.5,2004.9000244140625,1891.0,1977.949951171875,2253721
2022-08-08,1869.257080078125,1911.699951171875,1931.0,1872.0999755859375,1905.5999755859375,2086333
2022-08-15,1874.2928466796875,1916.8499755859375,1989.0,1891.0,1911.699951171875,2914194
2022-08-22,1828.8741455078125,1870.4000244140625,1914.8499755859375,1839.050048828125,1912.0,1653289
2022-08-29,1866.079345703125,1908.449951171875,1962.3499755859375,1833.199951171875,1840.5999755859375,1413247
2022-09-05,1857.03466796875,1899.199951171875,1946.949951171875,1867.0,1908.5,1342334
2022-09-12,1799.344482421875,1840.199951171875,1984.800048828125,1815.800048828125,1908.0,2505914
2022-09-19,1813.180419921875,1854.3499755859375,1931.949951171875,1821.199951171875,1848.9000244140625,1824840
2022-09-26,1781.0599365234375,1821.5,1848.0,1756.550048828125,1848.0,1048441
2022-10-03,1745.0279541015625,1784.6500244140625,1838.699951171875,1775.3499755859375,1818.4000244140625,744537
2022-10-10,1745.71240234375,1785.3499755859375,1842.800048828125,1755.0,1770.0,1834382
2022-10-17,1771.9173583984375,1812.1500244140625,1875.0,1764.050048828125,1782.0,1210861
2022-10-24,1773.0908203125,1813.3499755859375,1830.0,1786.0,1830.0,582830
2022-10-31,1771.3795166015625,1811.5999755859375,1866.699951171875,1800.0,1815.4000244140625,1288081
2022-11-07,1711.00048828125,1749.8499755859375,1828.5,1733.050048828125,1820.0,1831443
2022-11-14,1640.3546142578125,1677.5999755859375,1764.300048828125,1670.0999755859375,1758.5999755859375,2010362
2022-11-21,1672.3287353515625,1710.300048828125,1712.25,1666.5,1679.949951171875,1385740
2022-11-28,1696.724609375,1735.25,1737.949951171875,1697.0,1711.300048828125,1520174
2022-12-05,1641.7724609375,1679.050048828125,1738.8499755859375,1670.0,1735.25,1498229
2022-12-12,1592.8336181640625,1629.0,1695.300048828125,1618.5999755859375,1679.050048828125,1889408
2022-12-19,1588.775634765625,1624.8499755859375,1666.0,1607.0999755859375,1630.0,2154011
2022-12-26,1612.5362548828125,1649.1500244140625,1661.0,1611.8499755859375,1625.550048828125,1580780
2023-01-02,1588.775634765625,1624.8499755859375,1656.949951171875,1613.4000244140625,1650.0,1150339
2023-01-09,1543.845947265625,1578.9000244140625,1654.949951171875,1551.0999755859375,1644.949951171875,1818973
2023-01-16,1531.1834716796875,1565.949951171875,1599.0,1561.5,1580.4000244140625,1096496
2023-01-23,1462.98193359375,1496.199951171875,1579.949951171875,1478.0999755859375,1576.25,902280
2023-01-30,1495.5426025390625,1529.5,1548.9000244140625,1481.0,1495.050048828125,738073
2023-02-06,1486.9381103515625,1520.699951171875,1536.949951171875,1503.75,1520.0999755859375,565916
2023-02-13,1408.07861328125,1440.050048828125,1539.8499755859375,1422.0,1523.8499755859375,2559696
2023-02-20,1388.8160400390625,1420.3499755859375,1451.550048828125,1402.449951171875,1451.550048828125,2272740
2023-02-27,1374.0023193359375,1405.199951171875,1425.8499755859375,1382.5,1425.8499755859375,2061305
2023-03-06,1388.4737548828125,1420.0,1442.949951171875,1396.5999755859375,1408.5,1377336
2023-03-13,1387.2025146484375,1418.699951171875,1422.8499755859375,1388.1500244140625,1419.0,1483062
2023-03-20,1384.95361328125,1416.4000244140625,1421.9000244140625,1381.050048828125,1418.0,1707528
2023-03-27,1386.8604736328125,1418.3499755859375,1433.0,1381.449951171875,1420.1500244140625,1060085
2023-04-03,1371.606689453125,1402.75,1442.0,1401.0,1436.0,960681
2023-04-10,1369.357666015625,1400.449951171875,1418.0,1383.0,1409.699951171875,2170904
2023-04-17,1448.412841796875,1481.300048828125,1484.5,1390.0,1390.0,2888555
2023-04-24,1441.910400390625,1474.6500244140625,1486.9000244140625,1462.0,1481.300048828125,1268605
2023-05-01,1445.2838134765625,1478.0999755859375,1513.0,1473.1500244140625,1474.6500244140625,1133568
2023-05-08,1490.6046142578125,1524.449951171875,1539.949951171875,1480.0,1480.0,1299491
2023-05-15,1500.0894775390625,1534.1500244140625,1596.4000244140625,1517.550048828125,1524.449951171875,2057361
2023-05-22,1546.779296875,1581.9000244140625,1586.300048828125,1509.0,1534.9000244140625,1485804
2023-05-29,1523.312255859375,1557.9000244140625,1599.949951171875,1555.5,1586.5,931901
2023-06-05,1540.1302490234375,1575.0999755859375,1597.050048828125,1559.699951171875,1559.699951171875,576910
2023-06-12,1580.219970703125,1616.0999755859375,1634.1500244140625,1560.800048828125,1560.800048828125,1624586
2023-06-19,1589.411376953125,1625.5,1663.1500244140625,1612.0,1613.949951171875,1457254
2023-06-26,1638.30126953125,1675.5,1682.5999755859375,1617.3499755859375,1624.9000244140625,1304466
2023-07-03,1630.2833251953125,1667.300048828125,1722.5999755859375,1624.050048828125,1678.949951171875,1679231
2023-07-10,1643.77685546875,1681.0999755859375,1700.75,1623.050048828125,1672.25,1582530
2023-07-17,1646.2703857421875,1683.6500244140625,1707.9000244140625,1670.25,1685.0,1360354
2023-07-24,1677.65771484375,1715.75,1718.199951171875,1661.0,1680.0,1124360
2023-07-31,1720.0941162109375,1759.1500244140625,1768.25,1707.25,1715.9000244140625,1288857
2023-08-07,1625.5150146484375,1649.6500244140625,1771.449951171875,1637.800048828125,1758.0999755859375,2469442
2023-08-14,1697.841064453125,1723.050048828125,1768.0,1618.1500244140625,1649.949951171875,4440962
2023-08-21,1677.4931640625,1702.4000244140625,1743.449951171875,1681.75,1725.0,1261765
2023-08-28,1659.559326171875,1684.199951171875,1720.0,1676.550048828125,1700.550048828125,1185518
2023-09-04,1698.235107421875,1723.449951171875,1748.949951171875,1652.0,1684.199951171875,2073100
2023-09-11,1661.875,1686.550048828125,1727.0,1646.0,1720.0,1647143
2023-09-18,1609.69970703125,1633.5999755859375,1692.550048828125,1628.0,1686.550048828125,508287
2023-09-25,1584.868408203125,1608.4000244140625,1650.0,1585.050048828125,1638.5,1013382
2023-10-02,1599.8460693359375,1623.5999755859375,1630.449951171875,1597.5999755859375,1608.4000244140625,541837
2023-10-09,1601.0777587890625,1624.8499755859375,1666.949951171875,1597.0999755859375,1600.0,754278
2023-10-16,1584.6221923828125,1608.1500244140625,1646.800048828125,1603.25,1624.8499755859375,630157
2023-10-23,1530.2789306640625,1553.0,1632.0,1549.050048828125,1607.949951171875,562347
2023-10-30,1553.287353515625,1576.3499755859375,1587.5,1535.5,1553.0,452122
2023-11-06,1539.7877197265625,1562.6500244140625,1613.6500244140625,1530.0,1579.3499755859375,1919255
2023-11-13,1572.1571044921875,1595.5,1612.949951171875,1564.050048828125,1580.0,404722
2023-11-20,1583.4395751953125,1606.949951171875,1633.300048828125,1578.0,1599.949951171875,950471
2023-11-27,1594.4263916015625,1618.0999755859375,1641.699951171875,1595.0999755859375,1606.949951171875,653095
2023-12-04,1639.014404296875,1663.3499755859375,1672.0,1603.300048828125,1640.050048828125,997270
2023-12-11,1622.558837890625,1646.6500244140625,1687.550048828125,1627.550048828125,1668.0,1801777
2023-12-18,1597.185546875,1620.9000244140625,1724.25,1576.0,1646.25,2109145
2023-12-25,1627.2393798828125,1651.4000244140625,1660.25,1608.550048828125,1620.9000244140625,1058958
2024-01-01,1597.4810791015625,1621.199951171875,1658.6500244140625,1592.0999755859375,1654.449951171875,2149599
2024-01-08,1552.9425048828125,1576.0,1627.0,1557.550048828125,1626.0,1505707
2024-01-15,1493.623291015625,1515.800048828125,1592.800048828125,1505.550048828125,1590.0,886644
2024-01-22,1428.09619140625,1449.300048828125,1517.9000244140625,1442.0,1515.800048828125,774029
2024-01-29,1431.15087890625,1452.4000244140625,1496.0,1421.1500244140625,1450.0,3782732
2024-02-05,1400.505859375,1421.300048828125,1460.6500244140625,1396.8499755859375,1458.3499755859375,2457633
2024-02-12,1411.8375244140625,1432.800048828125,1437.0,1394.0999755859375,1421.300048828125,1045493
2024-02-19,1405.6297607421875,1426.5,1453.3499755859375,1410.949951171875,1443.0,1789158
2024-02-26,1411.5418701171875,1432.5,1446.699951171875,1381.0,1426.0,1753472
2024-03-04,1429.229248046875,1450.449951171875,1473.8499755859375,1415.050048828125,1440.0,1531360
2024-03-11,1370.1563720703125,1390.5,1466.949951171875,1367.050048828125,1452.0,2311041
2024-03-18,1362.470458984375,1382.699951171875,1398.449951171875,1348.0999755859375,1395.0,2131482
2024-03-25,1344.2410888671875,1364.199951171875,1382.699951171875,1360.25,1382.699951171875,1321470
2024-04-01,1339.5113525390625,1359.4000244140625,1384.199951171875,1350.050048828125,1366.300048828125,1389247
2024-04-08,1367.2003173828125,1387.5,1404.4000244140625,1337.800048828125,1367.0,3143164
2024-04-15,1301.0819091796875,1320.4000244140625,1382.0,1307.050048828125,1382.0,2664821
2024-04-22,1343.452880859375,1363.4000244140625,1387.949951171875,1323.75,1339.9000244140625,2959403
2024-04-29,1318.769287109375,1338.3499755859375,1374.800048828125,1330.050048828125,1371.0,1513344
2024-05-06,1289.947265625,1309.0999755859375,1345.0,1295.5,1345.0,1521746
2024-05-13,1353.996337890625,1374.0999755859375,1378.199951171875,1294.0,1315.0,1866613
2024-05-20,1326.7015380859375,1346.4000244140625,1386.800048828125,1345.0,1353.050048828125,876976
2024-05-27,1345.4727783203125,1365.449951171875,1417.8499755859375,1338.4000244140625,1346.4000244140625,4896246
2024-06-03,1444.4532470703125,1465.9000244140625,1473.9000244140625,1269.0,1398.6500244140625,4198300
2024-06-10,1430.5595703125,1451.800048828125,1505.0999755859375,1448.0,1485.9000244140625,2121391
2024-06-17,1439.8218994140625,1461.199951171875,1479.800048828125,1445.050048828125,1451.800048828125,1676614
2024-06-24,1491.603271484375,1513.75,1523.9000244140625,1433.5999755859375,1456.4000244140625,3559553
2024-07-01,1485.592529296875,1507.6500244140625,1526.0,1482.75,1523.0999755859375,1991384
2024-07-08,1493.9188232421875,1516.0999755859375,1552.199951171875,1487.0999755859375,1508.0,2774400
2024-07-15,1501.5062255859375,1523.800048828125,1554.0,1513.0,1518.6500244140625,1333913
2024-07-22,1584.8192138671875,1608.3499755859375,1619.800048828125,1502.0,1517.949951171875,2884570
2024-07-29,1595.5103759765625,1619.199951171875,1633.0,1585.0,1615.300048828125,2453529
2024-08-05,1432.6063232421875,1443.0,1615.0,1438.699951171875,1591.0999755859375,3215779
2024-08-12,1410.913818359375,1421.1500244140625,1442.3499755859375,1384.25,1442.3499755859375,1280343
2024-08-19,1452.949951171875,1452.949951171875,1456.550048828125,1410.0,1423.25,1825796
2024-08-26,1452.6500244140625,1452.6500244140625,1468.949951171875,1429.550048828125,1456.0,1180944
2024-09-02,1406.25,1406.25,1476.949951171875,1405.0,1453.0,1421040
2024-09-09,1437.949951171875,1437.949951171875,1445.0,1381.0,1408.9000244140625,1209728
2024-09-16,1426.0999755859375,1426.0999755859375,1450.0,1411.0,1438.0,804690
2024-09-23,1449.550048828125,1449.550048828125,1462.0,1406.9000244140625,1440.0,1689531
2024-09-30,1364.550048828125,1364.550048828125,1465.0,1350.300048828125,1454.0,1329389
2024-10-07,1406.0999755859375,1406.0999755859375,1413.699951171875,1340.0,1373.0,1376915
2024-10-14,1464.949951171875,1464.949951171875,1468.800048828125,1392.550048828125,1407.0,1423925
2024-10-21,1364.75,1364.75,1465.800048828125,1356.75,1458.0999755859375,1530822
2024-10-28,1356.75,1356.75,1386.5999755859375,1346.550048828125,1370.050048828125,885294
2024-11-04,1336.300048828125,1336.300048828125,1370.0,1300.050048828125,1362.0,2212426
2024-11-11,1307.3499755859375,1307.3499755859375,1350.75,1304.300048828125,1336.300048828125,809783
2024-11-18,1301.449951171875,1301.449951171875,1306.0,1275.550048828125,1303.0,852036
2024-11-25,1410.8499755859375,1410.8499755859375,1418.1500244140625,1308.050048828125,1310.0,1661018
2024-12-02,1447.0,1447.0,1457.0,1399.449951171875,1412.0,1073657
2024-12-09,1432.449951171875,1432.449951171875,1457.5,1406.300048828125,1448.800048828125,577268
2024-12-16,1342.25,1342.25,1442.449951171875,1338.199951171875,1435.5,496464
2024-12-23,1381.300048828125,1381.300048828125,1422.9000244140625,1327.8499755859375,1350.25,3089055
2024-12-30,1397.0,1397.0,1401.0,1353.800048828125,1381.300048828125,668801
2025-01-02,1420.4000244140625,1420.4000244140625,1421.5,1390.3499755859375,1407.8499755859375,74981
